ac_code	description	item_group	base_uom
NB-KHJ19 (S)	NB-KHJ19(A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-KHJ19 (SK)	NB-KHJ19(A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ19 (SP)	NB-KHJ19(A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ19 (SS)	NB-KHJ19(A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-KHJ21 (SK)	NB-VICTORIA B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ21 (SP)	NB-VICTORIA B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ21(K)	NB-VICTORIA B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ21(Q)	NB-VICTORIA B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ21(S)	NB-VICTORIA B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ21(SS)	NB-VICTORIA B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ33 (SP)	NB-ELEGANT (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ33(K)	NB-ELEGANT (A) B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ33(Q)	NB-ELEGANT (A) B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ33(S)	NB-ELEGANT (A) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ33(SK)	NB-ELEGANT (A) B/FRAME(SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ33(SS)	NB-ELEGANT (A) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ35 (K)	NB-FENRIR B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-KHJ35 (Q)	NB-FENRIR B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-KHJ35 (S)	NB-FENRIR B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-KHJ35 (SK)	NB-FENRIR B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ35 (SP)	NB-FENRIR B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ35 (SS)	NB-FENRIR B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-KHJ38 (A)(F) (K)	NB-CELENE 2.0 (A)(F) B/FRAME (K) (183X190CM)	BEDFRAME	SET
NB-KHJ38 (A)(F) (Q)	NB-CELENE 2.0 (A)(F) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
NB-KHJ38 (A)(F) (S)	NB-CELENE 2.0 (A)(F) B/FRAME (S) (90X190CM)	BEDFRAME	SET
NB-KHJ38 (A)(F) (SK)	NB-CELENE 2.0 (A)(F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ38 (A)(F) (SP)	NB-CELENE 2.0 (A)(F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ38 (A)(F) (SS)	NB-CELENE 2.0 (A)(F) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
NB-KHJ38 (SK)	NB-CELENE (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ38 (SP)	NB-CELENE (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ38(K)	NB-CELENE (A) B/FRAME (K) (183X190CM)	BEDFRAME	SET
NB-KHJ38(Q)	NB-CELENE (A) B/FRAME (Q) (152X190CM)	BEDFRAME	SET
NB-KHJ38(S)	NB-CELENE (A) B/FRAME (S) (90X190CM)	BEDFRAME	SET
NB-KHJ38(SS)	NB-CELENE (A) B/FRAME (SS) (107X190CM)	BEDFRAME	SET
NB-KHJ50 (A)(F) (K)	NB-HILTON 2.0 (A)(F) B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ50 (A)(F) (Q)	NB-HILTON 2.0 (A)(F) B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ50 (A)(F) (S)	NB-HILTON 2.0 (A)(F) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ50 (A)(F) (SK)	NB-HILTON 2.0 (A)(F) (B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ50 (A)(F) (SP)	NB-HILTON 2.0 (A)(F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ50 (A)(F) (SS)	NB-HILTON 2.0 (A)(F) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ50 (SK)	NB-HILTON (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ50 (SP)	NB-HILTON (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ50(K)	NB-HILTON (A) B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ50(Q)	NB-HILTON (A) B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ50(S)	NB-HILTON (A) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ50(SS)	NB-HILTON (A) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ57 (F) (K)	NB-CODY 2.0 (F) B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ57 (F) (Q)	NB-CODY 2.0 (F) B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ57 (F) (S)	NB-CODY 2.0 (F) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ57 (F) (SK)	NB-CODY 2.0 (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ57 (F) (SP)	NB-CODY 2.0 (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ57 (F) (SS)	NB-CODY 2.0 (F) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHJ57 (SK)	NB-CODY B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-KHJ57 (SP)	NB-CODY B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-KHJ57(K)	NB-CODY B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-KHJ57(Q)	NB-CODY B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-KHJ57(S)	NB-CODY B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-KHJ57(SS)	NB-CODY B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-KHL(C)-00(K)	NB-KHL(C)-00 B/FRAME (183X190CM)	BEDFRAME	SET
NB-KHL(C)-00(Q)	NB-KHL(C)-00 B/FRAME (152X190CM)	BEDFRAME	SET
NB-KHL(C)-00(S)	NB-KHL(C)-00 B/FRAME (90X190CM)	BEDFRAME	SET
NB-KHL(C)-00(SS)	NB-KHL(C)-00 B/FRAME (107X190CM)	BEDFRAME	SET
NB-LSD013 (K)	NB-JAGER B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-LSD013 (Q)	NB-JAGER B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-LSD013 (S)	NB-JAGER B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-LSD013 (SK)	NB-JAGER B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-LSD013 (SP)	NB-JAGER B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-LSD013 (SS)	NB-JAGER B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NBG 06 DEMO	NB-CROWN B/FRAME DEMO	BEDFRAME	SET
NB-NBG 09 (L)	NB-TRIPLET B/FRAME (L)(3 x SINGLE)	BEDFRAME	SET
NB-NBG 09 (R)	NB-TRIPLET B/FRAME (R)(3 x SINGLE)	BEDFRAME	SET
NB-NBG01 (SK)	NB-CHESTER B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NBG01 (SP)	NB-CHESTER B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NBG01(S)	NB-CHESTER B/FRAME (SS+S)	BEDFRAME	SET
NB-NBG01(SS+S)	NB-CHESTER B/FRAME (R)(SS+S)	BEDFRAME	SET
NB-NBG02 (SK)	NB-MORGANT B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NBG02 (SP)	NB-MORGANT B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NBG02(SS)	NB-MORGANT B/FRAME (SS) (107x190CM)	BEDFRAME	SET
NB-NBG02(SS+S)	NB-MORGANT B/FRAME (L)(SS+S)	BEDFRAME	SET
NB-NBG04 (SK)	NB-LUCAS B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NBG04 (SP)	NB-LUCAS B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NBG04(SS+S)	NB-LUCAS B/FRAME (L)(SS+S)	BEDFRAME	SET
NB-NBG06 (SK)	NB-CROWN B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NBG06 (SP)	NB-CROWN B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NBG06(K)	NB-CROWN B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-NBG06(Q)	NB-CROWN B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-NBG06(S)	NB-CROWN B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-NBG06(SS)	NB-CROWN B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-NBG06(SS+S)	NB-CROWN B/FRAME (SS+S)	BEDFRAME	SET
NB-NBG09(S)	NB-TRIPLET B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-NH 28 (CUSTOMISE)	NB-LEAVING B/FRAME (CUSTOMISE)	BEDFRAME	SET
NB-NH112 (F) (K)	NB-JACOB 2.0 (F) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH112 (F) (Q)	NB-JACOB 2.0 (F) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH112 (F) (S)	NB-JACOB 2.0 (F) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH112 (F) (SK)	NB-JACOB 2.0 (F) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH112 (F) (SP)	NB-JACOB 2.0 (F) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH112 (F) (SS)	NB-JACOB 2.0 (F) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH125 (KD) (K)	NB-FLUFY B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH125 (KD) (Q)	NB-FLUFY B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH125 (KD) (S)	NB-FLUFY B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH125 (KD) (SK)	NB-FLUFY B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH125 (KD) (SP)	NB-FLUFY B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH125 (KD) (SS)	NB-FLUFY B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH23 (K)	NB-MACRO (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH23 (Q)	NB-MACRO (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH23 (S)	NB-MACRO (A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH23 (SK)	NB-MACRO (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH23 (SP)	NB-MACRO (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH23 (SS)	NB-MACRO (A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH25(A) (SK)	NB-SUMO (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH25(A) (SP)	NB-SUMO (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH25(A)(K)	NB-SUMO (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH25(A)(Q)	NB-SUMO (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH25(A)(S)	NB-SUMO (A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH25(A)(SS)	NB-SUMO (A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH27 (K)	NB-MASCO (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH27 (Q)	NB-MASCO (A) B/FRAME(Q) (153x190CM)	BEDFRAME	SET
NB-NH27 (S)	NB-MASCO (A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH27 (SS)	NB-MASCO (A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH27(A) (SK)	NB-MASCO (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH27(A) (SP)	NB-MASCO (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH30(A) (KD)	NB-TRION B/FRAME(KD) (183X190CM) DEMO	BEDFRAME	SET
NB-NH34 (K)	NB-BREETLE B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH34 (Q)	NB-BREETLE B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH34 (SK)	NB-BREETLE B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH34 (SP)	NB-BREETLE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH36 (K)	NB-REGAL (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH36 (Q)	NB-REGAL (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH36(A) (SK)	NB-REGAL (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH36(A) (SP)	NB-REGAL (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH36(S)	NB-REGAL (A) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-NH36(SS)	NB-REGAL (A) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-NH39(A) (SP)	NB-TRION (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH39(A)(K)	NB-TRION (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH39(A)(Q)	NB-TRION (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH39(A)(S)	NB-TRION (A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH39(A)(SK)	NB-TRION (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH39(A)(SS)	NB-TRION (A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH41 (K)	NB-MONDEO B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH41 (Q)	NB-MONDEO B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH41 (S)	NB-MONDEO B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH41 (SK)	NB-MONDEO B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH41 (SP)	NB-MONDEO B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH41 (SS)	NB-MONDEO B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH44 (K)	NB-LEOMAG (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH44 (Q)	NB-LEOMAG (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH44 (S)	NB-LEOMAG (A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH44 (SS)	NB-LEOMAG (A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH44(A) (SK)	NB-LEOMAG (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH44(A) (SP)	NB-LEOMAG (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH61 (SK)	NB-KINGDOM B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH61 (SP)	NB-KINGDOM B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH61(K)	NB-KINGDOM B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-NH61(Q)	NB-KINGDOM B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NB-NH63 (K)	NB-DAISON (A) B/FRAME(K) (183X190CM)	BEDFRAME	SET
NB-NH63 (Q)	NB-DAISON (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH63 (S)	NB-DAISON (A) B/FRAME(S) (90X190CM)	BEDFRAME	SET
NB-NH63 (SS)	NB-DAISON (A) B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NB-NH63(A) (SK)	NB-DAISON (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH63(A) (SP)	NB-DAISON (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH66(A) (SK)	NB-HIPSTER (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH66(A) (SP)	NB-HIPSTER (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH66(A)(K)	NB-HIPSTER (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH66(A)(Q)	NB-HIPSTER (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH72(A) (SK)	NB-ESSENCE (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH72(A) (SP)	NB-ESSENCE (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH72(A)(K)	NB-ESSENCE (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH72(A)(Q)	NB-ESSENCE (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH79(A) (K)	NB-GOYO (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH79(A) (Q)	NB-GOYO (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH79(A) (SK)	NB-GOYO (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH79(A) (SP)	NB-GOYO (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH79(A) (SS)	NB-GOYO (A) B/FRAME (SS) (107x190CM)	BEDFRAME	SET
NB-NH85(A) (K)	NB-CANVAS (A) B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH85(A) (Q)	NB-CANVAS (A) B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH85(A) (S)	NB-CANVAS (A) B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH85(A) (SK)	NB-CANVAS (A) B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH85(A) (SP)	NB-CANVAS (A) B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH85(A) (SS)	NB-CANVAS (A) B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NB-NH86 (K)	NB-ELEPAHNE B/FRAME(K) (183x190CM)	BEDFRAME	SET
NB-NH86 (Q)	NB-ELEPAHNE B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NB-NH86 (S)	NB-ELEPAHNE B/FRAME(S) (90x190CM)	BEDFRAME	SET
NB-NH86 (SK)	NB-ELEPAHNE B/FRAME(SUPER KING) (200X200CM)	BEDFRAME	SET
NB-NH86 (SP)	NB-ELEPAHNE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NB-NH86 (SS)	NB-ELEPAHNE B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1003 (K)	NK-RICARDO B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1003 (Q)	NK-RICARDO B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1003 (S)	NK-RICARDO B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1003 (SK)	NK-RICARDO B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1003 (SP)	NK-RICARDO B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1003 (SS)	NK-RICARDO B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1005 (K)	NK-HIBANA B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1005 (Q)	NK-HIBANA B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1005 (S)	NK-HIBANA B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1005 (SK)	NK-HIBANA B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1005 (SP)	NK-HIBANA B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1005 (SS)	NK-HIBANA B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1007 (K)	NK-GRANDE B/FRAME(K) (183X190CM)	BEDFRAME	SET
NK-1007 (Q)	NK-GRANDE B/FRAME(Q) (152X190CM)	BEDFRAME	SET
NK-1007 (S)	NK-GRANDE B/FRAME(S) (90X190CM)	BEDFRAME	SET
NK-1007 (SK)	NK-GRANDE B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1007 (SP)	NK-GRANDE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1007 (SS)	NK-GRANDE B/FRAME(SS) (107X190CM)	BEDFRAME	SET
NK-1008 (K)	NK-MOZZIE B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1008 (Q)	NK-MOZZIE B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1008 (S)	NK-MOZZIE B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1008 (SK)	NK-MOZZIE B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1008 (SP)	NK-MOZZIE B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1008 (SS)	NK-MOZZIE B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1009 (K)	NK-FINKA B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1009 (Q)	NK-FINKA B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1009 (S)	NK-FINKA B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1009 (SK)	NK-FINKA B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1009 (SP)	NK-FINKA B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1009 (SS)	NK-FINKA B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1010 (K)	NK-VICTORIAS B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1010 (Q)	NK-VICTORIAS B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1010 (S)	NK-VICTORIAS B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1010 (SK)	NK-VICTORIAS B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1010 (SP)	NK-VICTORIAS B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1010 (SS)	NK-VICTORIAS B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1011 (K)	NK-ZOFIA B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1011 (Q)	NK-ZOFIA B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1011 (S)	NK-ZOFIA B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1011 (SK)	NK-ZOFIA B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1011 (SP)	NK-ZOFIA B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1011 (SS)	NK-ZOFIA B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1013 (K)	NK-MAVERICK B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1013 (Q)	NK-MAVERICK B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1013 (S)	NK-MAVERICK B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1013 (SK)	NK-MAVERICK B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1013 (SP)	NK-MAVERICK B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1013 (SS)	NK-MAVERICK B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1016 (K)	NK-FLORES B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1016 (Q)	NK-FLORES B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1016 (SK)	NK-FLORES B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1016 (SP)	NK-FLORES B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1016 (SS)	NK-FLORES B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1016(S)	NK-FLORES B/FRAME(S) (90X190CM)	BEDFRAME	SET
NK-1025 (K)	NK-1025 B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1025 (Q)	NK-1025 B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1025 (S)	NK-1025 B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1025 (SK)	NK-1025 B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1025 (SP)	NK-1025 B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1025 (SS)	NK-1025 B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1026 (K)	NK-ARTI B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1026 (Q)	NK-ARTI B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1026 (SK)	NK-ARTI B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1026 (SP)	NK-ARTI B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1026(S)	NK-ARTI B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1026(SS)	NK-ARTI B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1030 (K)	NK-JORDAN B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1030 (Q)	NK-JORDAN B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1030 (S)	NK-JORDAN B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1030 (SK)	NK-JORDAN B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1030 (SP)	NK-JORDAN B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1030 (SS)	NK-JORDAN B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1038 (K)	NK-CODYS B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1038 (Q)	NK-CODYS B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1038 (S)	NK-CODYS B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1038 (SK)	NK-CODYS B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1038 (SP)	NK-CODYS B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1038 (SS)	NK-CODYS B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1044 (K)	NK-MARVIS B/FRAME(K) (183x190CM)	BEDFRAME	SET
NK-1044 (Q)	NK-MARVIS B/FRAME(Q) (152x190CM)	BEDFRAME	SET
NK-1044 (S)	NK-MARVIS B/FRAME(S) (90x190CM)	BEDFRAME	SET
NK-1044 (SK)	NK-MARVIS B/FRAME (SUPER KING) (200X200CM)	BEDFRAME	SET
NK-1044 (SP)	NK-MARVIS B/FRAME (SPECIAL SIZE)	BEDFRAME	SET
NK-1044 (SS)	NK-MARVIS B/FRAME(SS) (107x190CM)	BEDFRAME	SET
NK-1045 (K)	NK-VALKYRIE B/FRAME(K) (183x190CM)	BEDFRAME	SET
