ac_code	description	item_group	base_uom
CR-B1201S MATT (SS)	CARRESS BREEZE SOFTCLOUD-B1201S -SUPER SINGLE	MATTRESS	UNIT
CR-E1601 MATT (K)	CARRESS ELYSIUM-E1601 -KING	MATTRESS	UNIT
CR-E1601 MATT (Q)	CARRESS ELYSIUM-E1601 -QUEEN	MATTRESS	UNIT
CR-H1401F MATT (K)	CARRESS HAVEN FIRMCARE-H1401F -KING	MATTRESS	UNIT
CR-H1401F MATT (Q)	CARRESS HAVEN FIRMCARE-H1401F -QUEEN	MATTRESS	UNIT
CR-H1401F MATT (S)	CARRESS HAVEN FIRMCARE-H1401F -SINGLE	MATTRESS	UNIT
CR-H1401F MATT (SK)	CARRESS HAVEN FIRMCARE-H1401F -SUPER KING	MATTRESS	UNIT
CR-H1401F MATT (SS)	CARRESS HAVEN FIRMCARE-H1401F -SUPER SINGLE	MATTRESS	UNIT
CR-H1401S MATT (K)	CARRESS HAVEN SOFTCLOUD-H1401S -KING	MATTRESS	UNIT
CR-H1401S MATT (Q)	CARRESS HAVEN SOFTCLOUD-H1401S -QUEEN	MATTRESS	UNIT
CR-H1401S MATT (S)	CARRESS HAVEN SOFTCLOUD-H1401S -SINGLE	MATTRESS	UNIT
CR-H1401S MATT (SK)	CARRESS HAVEN SOFTCLOUD-H1401S -SUPER KING	MATTRESS	UNIT
CR-H1401S MATT (SS)	CARRESS HAVEN SOFTCLOUD-H1401S -SUPER SINGLE	MATTRESS	UNIT
CR-L1201F MATT (K)	CARRESS LUMI FIRMCARE-L1201F -KING	MATTRESS	UNIT
CR-L1201F MATT (Q)	CARRESS LUMI FIRMCARE-L1201F -QUEEN	MATTRESS	UNIT
CR-L1201F MATT (S)	CARRESS LUMI FIRMCARE-L1201F -SINGLE	MATTRESS	UNIT
CR-L1201F MATT (SK)	CARRESS LUMI FIRMCARE-L1201F -SUPER KING	MATTRESS	UNIT
CR-L1201F MATT (SS)	CARRESS LUMI FIRMCARE-L1201F -SUPER SINGLE	MATTRESS	UNIT
CR-L1201S MATT (K)	CARRESS LUMI SOFTCLOUD-L1201S -KING	MATTRESS	UNIT
CR-L1201S MATT (Q)	CARRESS LUMI SOFTCLOUD-L1201S -QUEEN	MATTRESS	UNIT
CR-L1201S MATT (S)	CARRESS LUMI SOFTCLOUD-L1201S -SINGLE	MATTRESS	UNIT
CR-L1201S MATT (SK)	CARRESS LUMI SOFTCLOUD-L1201S -SUPER KING	MATTRESS	UNIT
CR-L1201S MATT (SS)	CARRESS LUMI SOFTCLOUD-L1201S -SUPER SINGLE	MATTRESS	UNIT
CR-LV626-MD/SC-1521-1 (K)	CR-NINA  LV626-MD/SC-1521-1 -KING	BEDFRAME	SET
CR-LV626-MD/SC-1521-1 (Q)	CR-NINA  LV626-MD/SC-1521-1 -QUEEN	BEDFRAME	SET
CR-M1401F MATT (K)	CARRESS MERIDIAN FIRMCARE-M1401F -KING	MATTRESS	UNIT
CR-M1401F MATT (Q)	CARRESS MERIDIAN FIRMCARE-M1401F -QUEEN	MATTRESS	UNIT
CR-M1401F MATT (S)	CARRESS MERIDIAN FIRMCARE-M1401F -SINGLE	MATTRESS	UNIT
CR-M1401F MATT (SK)	CARRESS MERIDIAN FIRMCARE-M1401F -SUPER KING	MATTRESS	UNIT
CR-M1401F MATT (SS)	CARRESS MERIDIAN FIRMCARE-M1401F -SUPER SINGLE	MATTRESS	UNIT
CR-M1401S MATT (K)	CARRESS MERIDIAN SOFTCLOUD-M1401S -KING	MATTRESS	UNIT
CR-M1401S MATT (Q)	CARRESS MERIDIAN SOFTCLOUD-M1401S -QUEEN	MATTRESS	UNIT
CR-M1401S MATT (S)	CARRESS MERIDIAN SOFTCLOUD-M1401S -SINGLE	MATTRESS	UNIT
CR-M1401S MATT (SK)	CARRESS MERIDIAN SOFTCLOUD-M1401S -SUPER KING	MATTRESS	UNIT
CR-M1401S MATT (SS)	CARRESS MERIDIAN SOFTCLOUD-M1401S -SUPER SINGLE	MATTRESS	UNIT
CR-N1001F MATT (K)	CARRESS NATURALEX FIRMCARE-N1001F -KING	MATTRESS	UNIT
CR-N1001F MATT (Q)	CARRESS NATURALEX FIRMCARE-N1001F -QUEEN	MATTRESS	UNIT
CR-N1001F MATT (S)	CARRESS NATURALEX FIRMCARE-N1001F -SINGLE	MATTRESS	UNIT
CR-N1001S MATT (K)	CARRESS NATURALEX SOFTCLOUD-N1001S -KING	MATTRESS	UNIT
CR-N1001S MATT (Q)	CARRESS NATURALEX SOFTCLOUD-N1001S -QUEEN	MATTRESS	UNIT
CR-N1001S MATT (S)	CARRESS NATURALEX SOFTCLOUD-N1001S -SINGLE	MATTRESS	UNIT
CR-S1601F MATT (K)	CARRESS SOLACE FIRMCARE -S1601F -KING	MATTRESS	UNIT
CR-S1601F MATT (Q)	CARRESS SOLACE FIRMCARE -S1601F -QUEEN	MATTRESS	UNIT
CR-S1601F MATT (S)	CARRESS SOLACE FIRMCARE -S1601F -SINGLE	MATTRESS	UNIT
CR-S1601F MATT (SK)	CARRESS SOLACE FIRMCARE-S1601F -SUPER KING	MATTRESS	UNIT
CR-S1601F MATT (SS)	CARRESS SOLACE FIRMCARE -S1601F -SUPER SINGLE	MATTRESS	UNIT
CR-S1601S MATT (K)	CARRESS SOLACE SOFTCLOUD-S1601S -KING	MATTRESS	UNIT
CR-S1601S MATT (Q)	CARRESS SOLACE SOFTCLOUD-S1601S -QUEEN	MATTRESS	UNIT
CR-S1601S MATT (S)	CARRESS SOLACE SOFTCLOUD-S1601S -SINGLE	MATTRESS	UNIT
CR-S1601S MATT (SK)	CARRESS SOLACE SOFTCLOUD-S1601S- SUPER KING	MATTRESS	UNIT
CR-S1601S MATT (SP)	CARRESS SOLACE SOFTCLOUD-S1601S -SPECIAL SIZE	MATTRESS	UNIT
CR-S1601S MATT (SS)	CARRESS SOLACE SOFTCLOUD-S1601S -SUPER SINGLE	MATTRESS	UNIT
DESIGN CHR	DESIGN CHAIR	DINING	PCS
DISPOSE	DISPOSE REQUEST	OTHER	.
DISPOSE BEDDING SET	DISPOSE BEDDING SET	OTHER	UNIT
DISPOSE BEDFRAME	DISPOSE BEDFRAME	OTHER	UNIT
DISPOSE MATTRESS	DISPOSE MATTRESS	OTHER	UNIT
DL-5' WATERPROOF PROTECTOR	DUNLOP WATERPROOF MATT PROTECTOR (152x190CM)	ACC	UNIT
DL-6' WATERPROOF MP	DUNLOP WATERPROOF MATT PROTECTOR (183x190CM)	ACC	UMIT
DL-AMIRA DELUXE PLUS (K)	DUNLOP AMIRA DELUXE PLUS (183x190CM)	MATTRESS	UNIT
DL-AMIRA DELUXE PLUS (Q)	DUNLOP AMIRA DELUXE PLUS (152x190CM)	MATTRESS	UNIT
DL-AMIRA DELUXE PLUS (S)	DUNLOP AMIRA DELUXE PLUS (91x190CM)	MATTRESS	UNIT
DL-AMIRA DELUXE PLUS (SS)	DUNLOP AMIRA DELUXE PLUS (107x190CM)	MATTRESS	UNIT
DL-AMIRA PREMUIM (K)	DUNLOP AMIRA PREMIUM (183x190CM)	MATTRESS	UNIT
DL-AMIRA PREMUIM (Q)	DUNLOP AMIRA PREMIUM (152x190CM)	MATTRESS	UNIT
DL-AMIRA PREMUIM (S)	DUNLOP AMIRA PREMIUM (91x190CM)	MATTRESS	UNIT
DL-AMIRA PREMUIM (SS)	DUNLOP AMIRA PREMIUM (107x190CM)	MATTRESS	UNIT
DL-AQUA RELAXER 300 (SK)	DUNLOP OTHOREST AQUA SHIELD RELAXER 300 (SK) (200X200CM)	MATTRESS	UNIT
DL-AQUA RELAXER 300(K)	DUNLOP OTHOREST AQUA SHIELD RELAXER 300 (183x190CM)	MATTRESS	UNIT
DL-AQUA RELAXER 300(Q)	DUNLOP OTHOREST AQUA SHIELD RELAXER 300 (152x190CM)	MATTRESS	UNIT
DL-AQUA RELAXER 300(S)	DUNLOP OTHOREST AQUA SHIELD RELAXER 300 (90x190CM)	MATTRESS	UNIT
DL-AQUA RELAXER 300(SS)	DUNLOP OTHOREST AQUA SHIELD RELAXER 300 (107x190CM)	MATTRESS	UNIT
DL-AQUA SENSATION 2.0  (K)	DUNLOP OTHOREST AQUA SHIELD SENSATION 2.0 (183x190CM)	MATTRESS	UNIT
DL-AQUA SUPPORTER 1 (K)	DUNLOP OTHOREST AQUA SHIELD SUPPORTER 1 (183x190CM)	MATTRESS	UNIT
DL-AQUA SUPPORTER 1 (Q)	DUNLOP OTHOREST AQUA SHIELD SUPPORTER 1 (152x190CM)	MATTRESS	UNIT
DL-AQUA SUPPORTER 1 (S)	DUNLOP OTHOREST AQUA SHIELD SUPPORTER 1 (90x190CM)	MATTRESS	UNIT
DL-AQUA SUPPORTER 1 (SS)	DUNLOP OTHOREST AQUA SHIELD SUPPORTER 1 (107x190CM)	MATTRESS	UNIT
DL-BACK SUPPORTER 100 (K)	DUNLOP OTHOREST BACK SUPPORTER 100 (183x190CMx24CM)	MATTRESS	UNIT
DL-BACK SUPPORTER 100 (Q)	DUNLOP OTHOREST BACK SUPPORTER 100 (152x190CMx24CM)	MATTRESS	UNIT
DL-BACK SUPPORTER 100 (S)	DUNLOP OTHOREST BACK SUPPORTER 100 (90x190CMx24CM)	MATTRESS	UNIT
DL-BACK SUPPORTER 100 (SS)	DUNLOP OTHOREST BACK SUPPORTER 100 (107x190CMx24CM)	MATTRESS	UNIT
DL-BIOKINETIC SUPPORTER 100(K)	DUNLOP OTHOREST BIOKINETIC SUPPORTER 100 (183x190CM)	MATTRESS	UNIT
DL-BIOKINETIC SUPPORTER 100(Q)	DUNLOP OTHOREST BIOKINETIC SUPPORTER 100 (152x190CM)	MATTRESS	UNIT
DL-CLASSIC AURORA REST (K)	DUNLOP CLASSIC AURORA REST  (183x190x30CM)	MATTRESS	UNIT
DL-CLASSIC AURORA REST (Q)	DUNLOP CLASSIC AURORA REST  (152x190x30CM)	MATTRESS	UNIT
DL-CLASSIC AURORA REST (SS)	DUNLOP CLASSIC AURORA REST  (107x190x30CM)	MATTRESS	UNIT
DL-CLASSIC DREAM VALLEY (K)	DUNLOP CLASSIC DREAM VALLEY  (183x190x34CM)	MATTRESS	UNIT
DL-CLASSIC DREAM VALLEY (Q)	DUNLOP CLASSIC DREAM VALLEY  (152x190x34CM)	MATTRESS	UNIT
DL-CLASSIC DREAM VALLEY (SS)	DUNLOP CLASSIC DREAM VALLEY  (107x190x34CM)	MATTRESS	UNIT
DL-CLASSIC PEARL (K)	DUNLOP CLASSIC PEARL  (183x190x30CM)	MATTRESS	UNIT
DL-CLASSIC PEARL (Q)	DUNLOP CLASSIC PEARL  (152x190x30CM)	MATTRESS	UNIT
DL-CLASSIC RUBY (K)	DUNLOP CLASSIC RUBY  (183x190x30CM)	MATTRESS	UNIT
DL-CLASSIC RUBY (Q)	DUNLOP CLASSIC RUBY  (152x190x30CM)	MATTRESS	UNIT
DL-CLASSIC RUBY (SS)	DUNLOP CLASSIC RUBY  (107x190x30CM)	MATTRESS	UNIT
DL-CS2 ARCTIC DREAM (K)	DUNLOP COOLSILK 2.0 ARCTIC DREAM (183x190x38CM)	MATTRESS	UNIT
DL-CS2 ARCTIC DREAM (Q)	DUNLOP COOLSILK 2.0 ARCTIC DREAM (152x190x38CM)	MATTRESS	UNIT
DL-CS2 ARCTIC DREAM (S)	DUNLOP COOLSILK 2.0 ARCTIC DREAM (90x190x38CM)	MATTRESS	UNIT
DL-CS2 ARCTIC DREAM (SS)	DUNLOP COOLSILK 2.0 ARCTIC DREAM (107x190x38CM)	MATTRESS	UNIT
DL-CS2 COOL EXTRA FIRM (K)	DUNLOP CS2 COOL EXTRA FIRM (183x190x25CM)	MATTRESS	UNIT
DL-CS2 COOL EXTRA FIRM (Q)	DUNLOP CS2 COOL EXTRA FIRM (152x190x25CM)	MATTRESS	UNIT
DL-CS2 COOL EXTRA FIRM (S)	DUNLOP CS2 COOL EXTRA FIRM (91x190x25CM)	MATTRESS	UNIT
DL-CS2 COOL EXTRA FIRM (SS)	DUNLOP CS2 COOL EXTRA FIRM (107x190x25CM)	MATTRESS	UNIT
DL-CS2 COOL FRESH (K)	DUNLOP CS2 COOL FRESH (183x190x28CM)	MATTRESS	UNIT
DL-CS2 COOL FRESH (Q)	DUNLOP CS2 COOL FRESH (152x190x28CM)	MATTRESS	UNIT
DL-CS2 COOL FRESH (S)	DUNLOP CS2 COOL FRESH (91x190x28CM)	MATTRESS	UNIT
DL-CS2 COOL FRESH (SS)	DUNLOP CS2 COOL FRESH (107x190x28CM)	MATTRESS	UNIT
DL-CS2 COOL LUXE (K)	DUNLOP COOLSILK 2.0 COOL LUXE (183x190x35CM)	MATTRESS	UNIT
DL-CS2 COOL LUXE (Q)	DUNLOP COOLSILK 2.0 COOL LUXE (152x190x35CM)	MATTRESS	UNIT
DL-CS2 COOL LUXE (S)	DUNLOP COOLSILK 2.0 COOL LUXE (90x190x35CM)	MATTRESS	UNIT
DL-CS2 COOL LUXE (SS)	DUNLOP COOLSILK 2.0 COOL LUXE (107x190x35CM)	MATTRESS	UNIT
DL-CS2 ELEGANCE SUITE (K)	DUNLOP COOLSILK 2.0 ELEGANCE SUITE (183x190x30CM)	MATTRESS	UNIT
DL-CS2 ELEGANCE SUITE (Q)	DUNLOP COOLSILK 2.0 ELEGANCE SUITE (152x190x30CM)	MATTRESS	UNIT
DL-CS2 ELEGANCE SUITE (S)	DUNLOP COOLSILK 2.0 ELEGANCE SUITE (91x190x30CM)	MATTRESS	UNIT
DL-CS2 ELEGANCE SUITE (SK)	DUNLOP COOLSILK 2.0 ELEGANCE SUITE (SUPER KING) (200X200CM)	MATTRESS	UNIT
DL-CS2 ELEGANCE SUITE (SP)	DUNLOP COOLSILK 2.0 ELEGANCE SUITE (SPECIAL SIZE) (30CM)	MATTRESS	UNIT
DL-CS2 ELEGANCE SUITE (SS)	DUNLOP COOLSILK 2.0 ELEGANCE SUITE (107x190x30CM)	MATTRESS	UNIT
DL-CS2 GLACIAL COMFORT (K)	DUNLOP CS2 GLACIAL COMFORT (183x190x30CM)	MATTRESS	UNIT
DL-CS2 GLACIAL COMFORT (Q)	DUNLOP CS2 GLACIAL COMFORT (152x190x30CM)	MATTRESS	UNIT
DL-CS2 GLACIAL COMFORT (S)	DUNLOP CS2 GLACIAL COMFORT (91x190x30CM)	MATTRESS	UNIT
DL-CS2 GLACIAL COMFORT (SS)	DUNLOP CS2 GLACIAL COMFORT (107x190x30CM)	MATTRESS	UNIT
DL-CS2 HEAVENLY SLEEP (K)	DUNLOP COOLSILK 2.0 HEAVENLY SLEEP (183x190x39CM)	MATTRESS	UNIT
DL-CS2 HEAVENLY SLEEP (Q)	DUNLOP COOLSILK 2.0 HEAVENLY SLEEP (152x190x39CM)	MATTRESS	UNIT
DL-CS2 HEAVENLY SLEEP (S)	DUNLOP COOLSILK 2.0 HEAVENLY SLEEP (91x190x39CM)	MATTRESS	UNIT
DL-CS2 HEAVENLY SLEEP (SS)	DUNLOP COOLSILK 2.0 HEAVENLY SLEEP (107x190x39CM)	MATTRESS	UNIT
DL-CS2 HOLIDAY CHILL (K)	DUNLOP COOLSILK 2.0 HOLIDAY CHILL (183x190x31CM)	MATTRESS	UNIT
DL-CS2 HOLIDAY CHILL (Q)	DUNLOP COOLSILK 2.0 HOLIDAY CHILL (152x190x31CM)	MATTRESS	UNIT
DL-CS2 HOLIDAY CHILL (S)	DUNLOP COOLSILK 2.0 HOLIDAY CHILL (90x190x31CM)	MATTRESS	UNIT
DL-CS2 HOLIDAY CHILL (SS)	DUNLOP COOLSILK 2.0 HOLIDAY CHILL (107x190x31CM)	MATTRESS	UNIT
DL-CS2 NANO BREEZE (K)	DUNLOP COOLSILK 2.0 NANO BREEZE (183x190x33CM)	MATTRESS	UNIT
DL-CS2 NANO BREEZE (Q)	DUNLOP COOLSILK 2.0 NANO BREEZE (152x190x33CM)	MATTRESS	UNIT
DL-CS2 NANO BREEZE (S)	DUNLOP COOLSILK 2.0 NANO BREEZE (90x190x33CM)	MATTRESS	UNIT
DL-CS2 NANO BREEZE (SS)	DUNLOP COOLSILK 2.0 NANO BREEZE (107x190x33CM)	MATTRESS	UNIT
DL-CS2 NN-G T.CTNT (K)	DUNLOP COOLSILK 2.0 NANO-G THE CONTINENTAL (183x190x41CM)	MATTRESS	UNIT
DL-CS2 NN-G T.CTNT (SK)	DUNLOP COOLSILK 2.0 NANO-G THE CONTINENTAL (200CMx200CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER DREAM MATT (K	DUNLOP COOLSILK 2.0 NANO-G WINTER DREAM MATTRESS (183x190x38CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER DREAM MATT (Q	DUNLOP COOLSILK 2.0 NANO-G WINTER DREAM MATTRESS (152x190x38CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER FLOW MATT (K)	DUNLOP COOLSILK 2.0 NANO-G WINTER FLOW MATTRESS (183x190x30CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER FLOW MATT (Q)	DUNLOP COOLSILK 2.0 NANO-G WINTER FLOW MATTRESS (152x190x30CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER FLOW MATT(SK)	DUNLOP COOLSILK 2.0 NANO-G WINTER FLOW MATTRESS (200CM X200CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER FROST MATT (K	DUNLOP COOLSILK 2.0 NANO-G WINTER FROST MATTRESS (183x190x38CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER FROST MATT (Q	DUNLOP COOLSILK 2.0 NANO-G WINTER FROST MATTRESS (152x190x38CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER REST MATT (K)	DUNLOP COOLSILK 2.0 NANO-G WINTER REST MATTRESS(183x190x30CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER REST MATT (Q)	DUNLOP COOLSILK 2.0 NANO-G WINTER REST MATTRESS (152x190x30CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER SLEEP MATT (K	DUNLOP COOLSILK 2.0 NANO-G WINTER SLEEP MATTRESS (183x190x33CM)	MATTRESS	UNIT
DL-CS2 NN-WINTER SLEEP MATT (Q	DUNLOP COOLSILK 2.0 NANO-G WINTER SLEEP MATTRESS (152x190x33CM)	MATTRESS	UNIT
DL-CS2 PARADISE DREAMS (K)	DUNLOP COOLSILK 2.0 PARADISE DREAMS (183x190x37CM)	MATTRESS	UNIT
DL-CS2 PARADISE DREAMS (Q)	DUNLOP COOLSILK 2.0 PARADISE DREAMS (152x190x37CM)	MATTRESS	UNIT
DL-CS2 PARADISE DREAMS (S)	DUNLOP COOLSILK 2.0 PARADISE DREAMS (90x190x37CM)	MATTRESS	UNIT
DL-CS2 PARADISE DREAMS (SS)	DUNLOP COOLSILK 2.0 PARADISE DREAMS (107x190x37CM)	MATTRESS	UNIT
DL-CS2 PERFECT DREAMS (K)	DUNLOP CS2 PERFECT DREAMS (183x190x25CM)	MATTRESS	UNIT
DL-CS2 PERFECT DREAMS (Q)	DUNLOP CS2 PERFECT DREAMS (152x190x25CM)	MATTRESS	UNIT
DL-CS2 PERFECT DREAMS (S)	DUNLOP CS2 PERFECT DREAMS (91x190x25CM)	MATTRESS	UNIT
DL-CS2 PERFECT DREAMS (SS)	DUNLOP CS2 PERFECT DREAMS (107x190x25CM)	MATTRESS	UNIT
DL-CS2 PURE BREEZE (K)	DUNLOP COOLSILK 2.0 PURE BREEZE (183x190x30CM)	MATTRESS	UNIT
DL-CS2 PURE BREEZE (Q)	DUNLOP COOLSILK 2.0 PURE BREEZE (152x190x30CM)	MATTRESS	UNIT
DL-CS2 PURE BREEZE (S)	DUNLOP COOLSILK 2.0 PURE BREEZE (90x190x30CM)	MATTRESS	UNIT
DL-CS2 PURE BREEZE (SS)	DUNLOP COOLSILK 2.0 PURE BREEZE (107x190x30CM)	MATTRESS	UNIT
DL-CS2 RITZ LUXURY (K)	DUNLOP COOLSILK 2.0 RITZ LUXURY (183x190x30CM)	MATTRESS	UNIT
DL-CS2 RITZ LUXURY (Q)	DUNLOP COOLSILK 2.0 RITZ LUXURY (152x190x30CM)	MATTRESS	UNIT
DL-CS2 RITZ LUXURY (S)	DUNLOP COOLSILK 2.0 RITZ LUXURY (90x190x30CM)	MATTRESS	UNIT
DL-CS2 RITZ LUXURY (SS)	DUNLOP COOLSILK 2.0 RITZ LUXURY (107x190x30CM)	MATTRESS	UNIT
DL-CS2 VISCO BLISS (K)	DUNLOP COOLSILK 2.0 VISCO BLISS (183x190x30CM)	MATTRESS	UNIT
DL-CS2 VISCO BLISS (Q)	DUNLOP COOLSILK 2.0 VISCO BLISS (152x190x30CM)	MATTRESS	UNIT
DL-CS2 VISCO BLISS (S)	DUNLOP COOLSILK 2.0 VISCO BLISS (90x190x30CM)	MATTRESS	UNIT
DL-CS2 VISCO BLISS (SS)	DUNLOP COOLSILK 2.0 VISCO BLISS (107x190x30CM)	MATTRESS	UNIT
DL-CS2 VISCO COMFORT (K)	DUNLOP COOLSILK 2.0 VISCO COMFORT (183x190x34CM)	MATTRESS	UNIT
DL-CS2 VISCO COMFORT (Q)	DUNLOP COOLSILK 2.0 VISCO COMFORT (152x190x34CM)	MATTRESS	UNIT
DL-CS2 VISCO COMFORT (S)	DUNLOP COOLSILK 2.0 VISCO COMFORT (90x190x34CM)	MATTRESS	UNIT
DL-CS2 VISCO COMFORT (SS)	DUNLOP COOLSILK 2.0 VISCO COMFORT (107x190x34CM)	MATTRESS	UNIT
DL-CS2 VISCO DREAM (K)	DUNLOP COOLSILK 2.0 VISCO DREAM (183x190x37CM)	MATTRESS	UNIT
DL-CS2 VISCO DREAM (Q)	DUNLOP COOLSILK 2.0 VISCO DREAM (152x190x37CM)	MATTRESS	UNIT
DL-CS2 VISCO DREAM (S)	DUNLOP COOLSILK 2.0 VISCO DREAM (90x190x37CM)	MATTRESS	UNIT
DL-CS2 VISCO DREAM (SS)	DUNLOP COOLSILK 2.0 VISCO DREAM (107x190x37CM)	MATTRESS	UNIT
DL-CS2 VISCO NIGHT (K)	DUNLOP COOLSILK 2.0 VISCO NIGHT (183x190x39CM)	MATTRESS	UNIT
DL-CS2 VISCO NIGHT (Q)	DUNLOP COOLSILK 2.0 VISCO NIGHT (152x190x39CM)	MATTRESS	UNIT
DL-CS2 VISCO NIGHT (S)	DUNLOP COOLSILK 2.0 VISCO NIGHT (90x190x39CM)	MATTRESS	UNIT
DL-CS2 VISCO NIGHT (SS)	DUNLOP COOLSILK 2.0 VISCO NIGHT (107x190x39CM)	MATTRESS	UNIT
DL-D.ESCAPADE(K)	DUNLOP DS ESCAPADE MATT (183x190x28CM)	MATTRESS	UNIT
DL-D.ESCAPADE(Q)	DUNLOP DS ESCAPADE MATT (152x190x28CM)	MATTRESS	UNIT
DL-D.ESCAPADE(SS)	DUNLOP DS ESCAPADE MATT (107x190x28CM)	MATTRESS	UNIT
DL-D.RELAXATION (K)	DUNLOP DS RELAXATION MATT (183x190x33CM)	MATTRESS	UNIT
DL-D.RELAXATION(Q)	DUNLOP DS RELAXATION MATT (152x190x33CM)	MATTRESS	UNIT
DL-D.ULTIMATE SANTUARY (K)	DUNLOP DS ULTIMATE SANCTUARY MATT (183x190x38CM)	MATTRESS	UNIT
DL-D.ULTIMATE SANTUARY (Q)	DUNLOP DS ULTIMATE SANCTUARY MATT (152x190x38CM)	MATTRESS	UNIT
DL-DEEP SLEEP (K)	DUNLOP DEEP SLEEP MATTRESS (183x190CM)	MATTRESS	UNIT
DL-DEEP SLEEP (Q)	DUNLOP DEEP SLEEP MATTRESS (152x190CM)	MATTRESS	UNIT
DL-DEEP SLEEP (S)	DUNLOP DEEP SLEEP MATTRESS (91x190CM)	MATTRESS	UNIT
DL-DEEP SLEEP (SP)	DUNLOP DEEP SLEEP MATTRESS (SPECIAL SIZE)	MATTRESS	UNIT
DL-DEEP SLEEP (SS)	DUNLOP DEEP SLEEP MATTRESS (107x190CM)	MATTRESS	UNIT
DL-DESTRESS LEISURE (K)	DUNLOP DESTRESS LEISURE (183x190CM)	MATTRESS	UNIT
DL-DESTRESS LEISURE (Q)	DUNLOP DESTRESS LEISURE (152x190CM)	MATTRESS	UNIT
DL-DR SLEEP(K)	DUNLOP NB DR.SLEEP (183x190x28CM)	MATTRESS	UNIT
DL-DR SLEEP(Q)	DUNLOP NB DR.SLEEP (152x190x28CM)	MATTRESS	UNIT
DL-DR SLEEP(SS)	DUNLOP DR SLEEP (107x190CM)	MATTRESS	UNIT
DL-DUN CLS PALACE COMFORT (Q)	DUNLOP DUN CLASSIC PALACE COMFORT (152x190x33.5CM)	MATTRESS	UNIT
DL-ECO COMFORT LATEX PILLOW	DUNLOP COOL COMFORT LATEX PILLOW	ACC	UNIT
DL-ECO COOL LATEX PILLOW	DUNLOP COOL LATEX PILLOW	ACC	UNIT
DL-ECO NECK COMFORT PIL	DUNLOP NECK COMFORT LATEX PILLOW	ACC	UNIT
DL-ECO SUPPORT CONTOUR PILLOW	DUNLOP SUPPORT CONTOUR LATEX PILLOW	ACC	UNIT
DL-FIRMMEST LUXE 2.0 (K)	DUNLOP ROYALE FIRMMEST LUXE 2.0 (183x190CM)	MATTRESS	UNIT
DL-FIRMMEST LUXE 2.0 (Q)	DUNLOP ROYALE FIRMMEST LUXE 2.0 (152x190CM)	MATTRESS	UNIT
DL-GENERASI (K)	DUNLOP GENERASI 5" (183x190CM)	MATTRESS	UNIT
DL-GENERASI (S)	DUNLOP GENERASI 5" (91x190CM)	MATTRESS	UNIT
DL-GENERASI (SS)	DUNLOP GENERASI 5" (107x190CM)	MATTRESS	UNIT
DL-GENERASI 3.0 20CM (K)	DUNLOP OTHOREST GENERASI 3.0 (183X190X20CM)	MATTRESS	UNIT
DL-GENERASI 3.0 20CM (Q)	DUNLOP OTHOREST GENERASI 3.0 (152x190x20CM)	MATTRESS	UNIT
DL-GENERASI 3.0 20CM (S)	DUNLOP OTHOREST GENERASI 3.0 (90x190x20CM)	MATTRESS	UNIT
DL-GENERASI 3.0 20CM (SS)	DUNLOP OTHOREST GENERASI 3.0 (107x190x20CM)	MATTRESS	UNIT
DL-GENERASI Z	DUNLOP GENERASI-Z FOLDABLE 190x91CM	MATTRESS	UNIT
DL-GN + TCL FD MATT (S)	DUNLOP GENERASI PLUS TENCEL-  3 FOLD MATT (91X190X10CM)	MATTRESS	UNIT
DL-HOTEL PILLOW(M)	DUNLOP LUXURY HOTEL PILLOW (M)	ACC	UNIT
DL-HOTEL PILLOW(XL)	DUNLOP LUXURY HOTEL PILLOW (XL) 90x50CM	ACC	UNIT
DL-HOTEL TOPPER (K)	DUNLOP HOTEL TOPPER (KING)	ACC	UNIT
DL-IMPERIAL DUCHESS	DUNLOP IMPERIAL DUCHESS SUPER KING (200x200CM)	MATTRESS	UNIT
DL-MP(K)	DUNLOP MATTRESS PROTECTOR (183x190CM)	ACC	UNIT
DL-MP(Q)	DUNLOP MATTRESS PROTECTOR (152x190CM)	ACC	UNIT
DL-MP(S)	DUNLOP MATTRESS PROTECTOR (90X190CM)	ACC	UNIT
DL-MP(SS)	DUNLOP MATTRESS PROTECTOR (107x190CM)	ACC	UNIT
DL-NATURAL TOPPER (S)	DUNLOP NATURAL LATEX TOPPER 5CM SINGLE	ACC	UNIT
DL-ORT RELAX BED LITE MATT(S)	DUNLOP OTHOREST RELAX BED LITE (91x190x13CM)	MATTRESS	UNIT
DL-ORT RELAX BED LITE MATT(SS)	DUNLOP OTHOREST RELAX BED LITE (107x190x13CM)	MATTRESS	UNIT
DL-ORTHO RELAX SLEEP BED (S)	DUNLOP ORTHO RELAX SLEEP BED (91x190x25CM)	MATTRESS	UNIT
DL-ORTHO RELAX SLEEP BED (SS)	DUNLOP ORTHO RELAX SLEEP BED (107x190x25CM)	MATTRESS	UNIT
